datetime,air_temperature,sonic_status,operation_mode,number_of_rods,sonic_pressure,rotation_pressure,pullup_pressure,pulldown_pressure,inclination_x,inclination_y,flushing_pressure,flushing_debit,depth,depth_raw,sonic_speed,rotation_speed,G_force_z,G_force_x,G_force_y,sonic_frequency,torque,penetration_speed,qc,fs,fs_sqrt,air_temperature_outlier,number_of_rods_outlier,sonic_pressure_outlier,rotation_pressure_outlier,pullup_pressure_outlier,pulldown_pressure_outlier,inclination_x_outlier,inclination_y_outlier,flushing_pressure_outlier,flushing_debit_outlier,depth_raw_outlier,sonic_speed_outlier,rotation_speed_outlier,G_force_z_outlier,G_force_x_outlier,G_force_y_outlier,sonic_frequency_outlier,torque_outlier,penetration_speed_outlier,qc_outlier,fs_outlier,fs_sqrt_outlier,pull_diff,torque_per_rotation,g_total,energy_input,mechanical_stress,torque_to_penetration,predicted_qc_rf,predicted_qc_xgb,predicted_fs_rf,predicted_fs_xgb,predicted_fs_sqrt_rf,predicted_fs_sqrt_xgb
40:26.5,19.5,1,1,1,163.65,107.55,13.65,15.6,0.4,0.6,0.388,0.337,2.97,2.97,8316.29,66.05,0.479643,0.515952,0.509223,138.60483333333335,1688.535,3.658536585365938,0.68,38.68,6.219324722186485,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,-1.9499999999999995,25.56449620644215,0.8692364105822995,1360960.8585,181601.93925,461.5327738476978,7.64189107142858,9.652678489685059,57.279733333333404,56.22402572631836,49.65078615008296,51.10588455200195
40:26.8,19.5,1,1,1,165.2,107.2,12.35,17.175,0.4,0.6,0.4,0.337,2.98,2.98,8321.51,58.68,0.479643,0.515952,0.509223,138.69183333333334,1683.04,2.2900763358778136,0.67,38.14,6.1757590626578045,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,-4.825000000000001,28.681662769569485,0.8692364105822995,1374713.452,180421.888,734.9271457484954,7.64189107142858,9.652678489685059,57.05520000000006,58.32237243652344,49.65078615008296,53.98014831542969
40:27.1,19.5,1,1,1,161.75,106.3,12.1,18.175,0.6,0.4,0.4,0.337,2.99,2.99,8321.51,58.68,0.479643,0.515952,0.509223,138.69183333333334,1668.91,1.929260450160816,0.64,39.08,6.251399843235113,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,-6.075000000000001,28.440865227660787,0.8692364105822995,1346004.2425,177405.133,865.0512349484235,7.64189107142858,9.652678489685059,55.296866666666716,56.605072021484375,49.65078615008296,53.98014831542969
40:27.4,19.5,1,1,1,162.65,108.675,10.1,19.025,0.6,0.4,0.412,0.337,3.0,3.0,8349.93,66.08,0.479643,0.515952,0.509223,139.1655,1706.1975,2.0338983050847026,0.62,40.56,6.368673331236264,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,-8.924999999999999,25.820179694004548,0.8692364105822995,1358116.1145,185421.0133125,838.8800250506721,7.708802182539692,9.652678489685059,56.081600000000044,59.58378219604492,49.65078615008296,54.3009147644043
49:50.7,21.5,1,1,2,151.5,38.075,46.675,5.95,0.5,0.6,0.0,0.337,3.01,-0.04,799.99,58.65,0.462389,0.478186,0.459468,13.333166666666669,597.7775,0.001065188,0.59,37.06,6.087692502089769,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40.725,10.192284566201458,0.8084406477540574,121198.485,22760.378312500005,560668.0060177005,28.642096944444486,23.93425941467285,86.23893333333322,75.93608856201172,26.702127685768698,36.300148010253906
49:51.0,21.6,1,1,2,189.4,38.0,43.375,5.8,-0.1,0.6,0.0,0.337,3.02,-0.03,799.99,58.59,0.462389,0.478186,0.459468,13.333166666666669,596.6,2.1582733812950137,0.56,31.84,5.642694391866354,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37.575,10.182624847540112,0.8084406477540574,151518.106,22670.8,276.4245385899574,28.642096944444486,23.93425941467285,83.8264666666666,70.6788101196289,29.46594549039106,36.43935012817383
49:51.2,21.6,1,1,2,207.925,38.1,41.475,5.7,-0.1,0.3,0.0,0.337,3.03,-0.02,799.99,58.59,0.462389,0.478186,0.459468,13.333166666666669,598.17,3.108808290155374,0.53,25.82,5.081338406365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35.775,10.209421228717847,0.8084406477540574,166337.92075000002,22790.277,192.4112881077064,28.642096944444486,23.93425941467285,85.27106666666667,72.61516571044922,32.63532137156218,29.481842041015625
49:51.5,21.6,1,1,2,202.925,38.325,42.175,5.55,-0.1,0.3,0.0,0.319,3.04,-0.01,1830.91,65.9,0.460596,0.475051,0.4559,30.51516666666667,601.7025,1.993355481727621,0.5,24.88,4.98798556533597,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36.625,9.130538556440992,0.8035340302793653,371537.41175,23060.2483125,301.8539360699351,28.81530575396826,18.80738639831543,67.12020000000003,50.23402404785156,29.84847040496209,12.126418113708496
49:51.6,21.5,1,1,2,181.25,38.4,42.225,5.5,0.1,0.3,0.0,0.319,3.05,0.0,1830.91,65.9,0.460596,0.475051,0.4559,30.51516666666667,602.88,3.773584905660297,0.44,23.66,4.864154602806124,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36.725,9.148406537960447,0.8035340302793653,331852.4375,23150.592,159.76315766276662,28.81530575396826,18.80738639831543,66.6844,44.15086364746094,29.900392067521892,12.36424446105957
49:51.8,21.5,1,1,2,164.975,38.675,41.95,5.425,0.1,0.5,0.0,0.319,3.06,0.01,3211.15,51.41,0.460596,0.475051,0.4559,53.51916666666667,607.1974999999999,3.03030303,0.43,24.24,4.923413450036469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.525000000000006,11.81088286693478,0.8035340302793653,529759.47125,23483.363312499994,200.37510889625156,28.815477976190486,18.499162673950195,70.06286666666668,45.73040771484375,32.04339427492422,13.094722747802734
49:52.0,21.6,1,1,2,163.95,39.15,40.75,5.4,0.1,0.5,0.0,0.319,3.07,0.02,3211.15,51.41,0.460596,0.475051,0.4559,53.51916666666667,614.655,2.843601895734537,0.48,23.58,4.8559242168715935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.35,11.955942191092351,0.8035340302793653,526468.0425,24063.74325,216.1535989859889,28.815477976190486,18.499162673950195,69.10693333333332,44.704833984375,32.57573808890131,12.539713859558105
49:52.2,21.6,1,1,2,165.65,39.55,40.3,5.325,0.1,0.5,0.0,0.337,3.08,0.03,4659.49,43.9,0.460596,0.475051,0.4559,77.65816666666666,620.935,3.0000000000000693,0.68,20.78,4.558508528016593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.974999999999994,14.14430491698622,0.8035340302793653,771844.5185,24557.97925,206.97826434057376,27.72540295149296,22.131546020507812,71.55219999999996,66.39417266845703,30.030203853591065,40.19993209838867
49:52.4,21.6,1,1,2,163.25,40.0,40.075,5.325,0.0,0.5,0.0,0.337,3.09,0.04,4659.49,43.9,0.460596,0.475051,0.4559,77.65816666666666,628.0,3.045685279187752,1.09,17.48,4.180908992073374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.75,14.305238854094789,0.8035340302793653,760661.7424999999,25120.0,206.19326563321556,27.72540295149296,22.131546020507812,72.80779999999996,63.516353607177734,29.68854535993667,37.593055725097656
49:52.6,21.6,1,1,2,161.6,40.4,39.725,5.25,0.0,0.8,0.0,0.337,3.1,0.05,4659.49,43.9,0.460596,0.475051,0.4559,77.65816666666666,634.28,2.727272727,1.91,19.4,4.404543109109048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.475,14.448291242635737,0.8035340302793653,752973.5839999999,25624.912,232.56924808119928,27.72540295149296,22.131546020507812,72.59366666666665,62.55990982055664,29.5851064100401,33.975345611572266
49:52.9,21.6,1,1,2,162.8,40.775,39.3,5.275,0.0,0.8,0.0,0.319,3.11,0.06,6068.01,51.53,0.460596,0.475051,0.4559,101.1335,640.1674999999999,2.189781021897764,2.49,19.32,4.395452195167183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.025,12.42319983653794,0.8035340302793653,987872.028,26102.8298125,292.3430248300248,27.814525929995938,18.055683135986328,66.5728,61.129459381103516,30.779911993660747,23.851102828979492
49:53.1,21.6,1,1,2,162.05,40.8,39.375,5.25,0.0,0.8,0.0,0.319,3.12,0.07,6068.01,51.53,0.460596,0.475051,0.4559,101.1335,640.56,3.8216560509555024,3.42,17.58,4.192851058647325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.125,12.43081675857138,0.8035340302793653,983321.0205,26134.847999999994,167.61315614122026,27.814525929995938,18.055683135986328,66.84299999999999,59.37987518310547,30.679484813816693,23.851102828979492
49:53.3,21.6,1,1,2,159.35,40.925,39.35,5.25,0.5,0.8,0.0,0.319,3.13,0.08,7405.87,51.47,0.460596,0.475051,0.4559,123.43116666666668,642.5224999999999,2.5423728813558784,3.79,17.36,4.166533331199932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.1,12.48343671102707,0.8035340302793653,1180125.3845,26295.2333125,252.7254172613412,31.909807297517307,19.708969116210938,60.135463333333306,57.023902893066406,30.721263754239708,24.761011123657227
49:53.6,21.5,1,1,2,158.775,41.125,38.825,5.225,0.5,0.4,0.0,0.319,3.14,0.09,7405.87,51.47,0.460596,0.475051,0.4559,123.43116666666668,645.6625,2.521008403361403,3.92,17.2,4.147288270665544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6,12.544443121343637,0.8035340302793653,1175867.00925,26552.8703125,256.11269007529364,31.909807297517307,19.708969116210938,58.7874633333333,56.192691802978516,30.26070471232327,23.57143783569336
49:53.8,21.5,1,1,2,157.95,41.2,38.925,5.2,0.5,0.4,0.0,0.337,3.15,0.1,8197.86,51.4,0.460596,0.475051,0.4559,136.631,646.84,2.912621359223239,4.07,18.94,4.352011029397789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.724999999999994,12.584435552831994,0.8035340302793653,1294851.987,26649.808000000005,222.08165708530248,31.909807297517307,18.144933700561523,58.60692999999999,65.35016632080078,30.99476249381346,31.722978591918945
49:54.0,21.6,1,1,2,157.85,41.575,38.45,5.225,0.5,0.4,0.0,0.337,3.16,0.11,8197.86,51.4,0.460596,0.475051,0.4559,136.631,652.7275,2.926829268292751,4.14,17.92,4.233202097703345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.225,12.698978352159957,0.8035340302793653,1294032.201,27137.1458125,223.01515296981756,31.909807297517307,18.144933700561523,57.95453333333334,62.73316955566406,30.374990094892002,31.62061882019043
49:54.2,21.6,1,1,2,158.475,41.2,37.6,5.225,0.3,0.4,0.0,0.337,3.17,0.12,8547.74,51.56,0.460596,0.475051,0.4559,142.46233333333333,646.84,2.272727272727224,4.2,20.3,4.505552130427524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.375,12.545383775302875,0.8035340302793653,1354603.0965,26649.808000000005,284.6094747718372,31.909807297517307,17.928760528564453,57.40239666666668,54.605464935302734,30.646212211742128,29.2040958404541
49:54.4,21.6,1,1,2,158.075,39.35,38.3,5.2,0.3,0.4,0.0,0.337,3.18,0.13,8547.74,51.56,0.460596,0.475051,0.4559,142.46233333333333,617.795,3.174603174603248,4.21,19.82,4.451965857910413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.099999999999994,11.98205950383903,0.8035340302793653,1351184.0004999998,24310.23325,194.6053636993059,31.909807297517307,17.928760528564453,59.83452999999999,55.81196212768555,29.59837557282503,30.38678741455078
49:54.6,21.6,1,1,2,158.75,38.975,39.85,5.1,0.3,0.4,0.0,0.319,3.19,0.14,8547.74,51.56,0.460596,0.475051,0.4559,142.46233333333333,611.9075,3.947368421052548,4.18,19.8,4.449719092257398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.75,11.86787215151528,0.8035340302793653,1356953.725,23849.094812500003,155.01652739581635,31.909807297517307,19.55218505859375,62.48339666666663,62.36399459838867,30.578388304250655,29.306325912475586
49:54.8,21.6,1,1,2,156.6,38.025,40.775,5.1,-0.1,0.4,0.0,0.319,3.2,0.15,8537.25,51.52,0.460596,0.475051,0.4559,142.2875,596.9925,2.5000000000000577,4.14,20.12,4.485532298401161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.675,11.58758711980615,0.8035340302793653,1336933.35,22700.6398125,238.79690448123267,31.909807297517307,19.43140411376953,63.50206333333329,57.20553970336914,30.331760416153656,28.10369110107422
49:55.0,21.6,1,1,2,154.375,38.025,40.55,5.075,-0.1,0.4,0.0,0.319,3.21,0.16,8537.25,51.52,0.460596,0.475051,0.4559,142.2875,596.9925,3.314917127071753,4.07,21.06,4.589117562233506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.474999999999994,11.58758711980615,0.8035340302793653,1317937.96875,22700.6398125,180.09268317204436,31.909807297517307,19.43140411376953,63.36546333333328,58.95537567138672,30.78787634868265,28.549640655517578
49:55.2,21.6,1,1,2,154.525,36.55,40.175,5.05,-0.1,0.3,0.0,0.319,3.22,0.17,8494.8,51.52,0.460596,0.475051,0.4559,141.57999999999998,573.8349999999999,3.015075376884492,3.99,22.1,4.701063709417263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.125,11.138101491884674,0.8035340302793653,1312658.97,20973.669249999995,190.3218785432392,31.909807297517307,20.136945724487305,62.58492999999997,60.7569580078125,31.024479031851723,28.565174102783203
49:55.3,21.6,1,1,2,155.3,37.65,39.925,5.025,-0.1,0.3,0.0,0.319,3.23,0.18,8494.8,51.65,0.460596,0.475051,0.4559,141.57999999999998,591.1049999999999,3.773584905660297,3.94,22.14,4.705316142407437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.9,11.444433466709905,0.8035340302793653,1319242.44,22255.10325,156.64278348966567,31.909807297517307,20.136945724487305,62.360329999999955,58.402557373046875,30.91017457074316,25.79521942138672
49:55.6,21.6,1,1,2,154.0,38.825,40.2,5.0,0.3,0.3,0.0,0.319,3.24,0.19,8494.8,51.65,0.460596,0.475051,0.4559,141.57999999999998,609.5525,2.1052631578947856,3.88,22.76,4.770744176750625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.2,11.801597060956496,0.8035340302793653,1308199.2,23665.8758125,289.5372999697758,31.909807297517307,20.136945724487305,62.9458633333333,66.15711975097656,30.91877192393441,30.981603622436523
49:55.8,21.6,1,1,2,154.3,38.725,40.45,5.0,0.3,0.3,0.0,0.319,3.25,0.2,8578.06,44.0,0.460596,0.475051,0.4559,142.96766666666664,607.9825,3.846153846153764,3.81,22.68,4.762352359916263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.45,13.81778377686855,0.8035340302793653,1323594.658,23544.1223125,158.07540890039704,31.909807297517307,19.9786319732666,62.38812999999996,62.62718963623047,30.548429289397482,29.182443618774414
49:56.0,21.6,1,1,2,154.65,38.5,40.05,4.975,0.3,0.7,0.0,0.319,3.26,0.21,8578.06,44.0,0.460596,0.475051,0.4559,142.96766666666664,604.4499999999999,2.510460251045972,3.77,23.5,4.847679857416329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.075,13.737499687784098,0.8035340302793653,1326596.979,23271.325,240.77248742563089,31.909807297517307,19.9786319732666,62.49132999999997,57.36954116821289,30.626938124567157,25.691814422607422
49:56.3,21.6,1,1,2,153.95,38.725,40.025,4.975,0.3,0.7,0.0,0.319,3.27,0.22,8548.9,43.93,0.460596,0.475051,0.4559,142.48166666666663,607.9825,2.531645569620312,3.75,23.82,4.880573736764972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.05,13.839801642617765,0.8035340302793653,1316103.1549999998,23544.1223125,240.1529926395623,31.909807297517307,19.55218505859375,63.02752999999997,63.40903091430664,30.977178445532637,30.080224990844727
49:56.5,21.6,1,1,2,154.175,38.95,40.15,4.95,-0.3,0.7,0.0,0.319,3.28,0.23,8548.9,43.93,9.49641,6.19106,4.08987,142.48166666666663,611.515,3.061224489795853,3.75,23.54,4.851803788283282,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,35.2,13.920213659908637,12.051475570593004,1318026.6575,23818.509250000003,199.76150141124717,30.557702829485326,18.475139617919922,65.95459666666662,63.535125732421875,41.86390866869561,55.27861404418945
49:56.7,21.6,1,1,2,153.9,38.975,40.375,4.95,-0.3,0.4,0.0,0.319,3.29,0.24,8485.91,43.93,9.49641,6.19106,4.08987,141.43183333333334,611.9075,2.608695652173973,3.74,22.92,4.787483681434329,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,35.425,13.929148328496511,12.051475570593004,1305981.549,23849.094812500003,234.5644517502881,30.557702829485326,19.94761085510254,65.78192999999995,63.66412353515625,41.85129178808312,59.693260192871094
49:56.9,21.6,1,1,2,154.025,38.95,40.5,4.95,-0.3,0.4,0.0,0.319,3.3,0.25,8485.91,43.97,9.49641,6.19106,4.08987,141.43183333333334,611.515,3.260869565217322,3.76,23.14,4.810405388322278,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,35.55,13.907550286387304,12.051475570593004,1307042.28775,23818.509250000003,187.53120915709985,30.557702829485326,19.94761085510254,65.58472999999994,62.82529067993164,41.9084619122377,56.089866638183594
49:57.1,21.6,1,1,2,154.25,38.825,40.85,4.95,-0.3,0.4,0.0,0.319,3.31,0.26,8485.91,43.97,9.49641,6.19106,4.08987,141.43183333333334,609.5525,3.045685279187888,3.77,22.4,4.732863826479693,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,35.9,13.862917583285933,12.051475570593004,1308951.6175,23665.8758125,200.13633845523088,30.557702829485326,19.94761085510254,66.27792999999994,61.217079162597656,41.44115656988443,53.54631805419922
49:57.3,21.6,1,1,2,153.275,38.875,40.4,4.95,-0.2,0.4,0.0,0.319,3.32,0.27,8546.6,43.98,9.49641,6.19106,4.08987,142.44333333333333,610.3375,2.7149321266967745,3.81,22.34,4.726520919238589,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,35.45,13.87761450937666,12.051475570593004,1309980.115,23726.8703125,224.80756302921907,30.557702829485326,18.475139617919922,65.82612999999994,62.712677001953125,41.55180967476996,58.89654541015625
49:57.5,21.6,1,1,2,144.225,38.9,40.875,4.95,-0.2,0.7,0.0,0.319,3.33,0.28,8546.6,43.98,9.49641,6.19106,4.08987,142.44333333333333,610.7299999999999,2.343750000000054,3.84,21.88,4.6776062254106,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,35.925,13.886539020315166,12.051475570593004,1232633.385,23757.397,260.57802215337114,30.557702829485326,18.475139617919922,79.41199666666667,91.39247131347656,41.90546095401434,54.62317657470703
49:57.7,21.6,1,1,2,149.15,39.0,41.375,4.925,-0.2,0.7,0.0,0.319,3.34,0.29,8568.24,43.98,9.49641,6.19106,4.08987,142.804,612.3,3.821656050955332,3.89,22.08,4.698936049788292,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,36.45,13.92223706406919,12.051475570593004,1277952.996,23879.7,160.21845807617356,30.557702829485326,18.420730590820312,66.48951999999998,65.11290740966797,41.73788699730369,55.16071319580078
49:57.9,21.6,1,1,2,156.85,38.975,41.675,4.95,-0.2,0.7,0.0,0.319,3.35,0.3,8568.24,43.98,9.49641,6.19106,4.08987,142.804,611.9075,2.9411764705883034,3.93,22.44,4.737087712930805,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,36.725,13.913312553130686,12.051475570593004,1343928.444,23849.094812500003,208.04847926351223,30.557702829485326,18.420730590820312,66.91713333333328,64.71190643310547,41.760709497279116,53.98655319213867
49:58.1,21.6,1,1,2,160.225,38.95,41.825,4.95,0.3,0.7,0.0,0.319,3.36,0.31,8568.24,43.98,9.49641,6.19106,4.08987,142.804,611.515,2.510460251045972,4.01,22.32,4.724404724407087,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,36.875,13.90438804219218,12.051475570593004,1372846.254,23818.509250000003,243.5867113046318,30.557702829485326,18.420730590820312,66.86333333333329,62.49159240722656,42.07087721000536,55.24720001220703
49:58.4,21.6,1,1,2,159.45,39.0,42.15,4.95,0.3,-0.1,0.0,0.319,3.37,0.32,8543.73,43.96,9.49641,6.19106,4.08987,142.3955,612.3,2.9556650246306098,4.09,22.92,4.787483681434329,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,37.2,13.92857111172495,12.051475570593004,1362297.7484999998,23879.7,207.1614299103781,30.557702829485326,18.475139617919922,67.1944666666666,60.919219970703125,42.12746461195441,52.83540344238281
49:58.6,21.6,1,1,2,150.8,39.275,41.075,4.975,0.3,-0.1,0.0,0.319,3.38,0.33,8543.73,43.96,9.49641,6.19106,4.08987,142.3955,616.6175,2.7272727272726693,4.25,23.08,4.804164859785725,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,36.1,14.026785395205064,12.051475570593004,1288394.484,24217.6523125,226.09300043257127,30.557702829485326,18.475139617919922,66.57406333333329,54.10333251953125,42.22787446386555,46.96706771850586
49:58.8,21.6,1,1,2,148.75,40.0,40.55,4.975,0.3,-0.1,0.0,0.319,3.39,0.34,8537.74,44.02,9.49641,6.19106,4.08987,142.29566666666668,628.0,3.015075376884492,4.47,23.6,4.857983120596447,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,35.575,14.266242292906808,12.051475570593004,1269988.825,25120.0,208.2865975849403,30.557702829485326,18.354358673095703,63.53692999999999,55.771881103515625,41.46928587764429,48.04553985595703
49:59.0,21.6,1,1,2,152.4,39.975,40.75,4.95,0.3,-0.1,0.0,0.319,3.4,0.35,8537.74,44.02,9.49641,6.19106,4.08987,142.29566666666668,627.6075,3.076923076923012,4.66,23.5,4.847679857416329,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,35.8,14.25732589147374,12.051475570593004,1301151.576,25088.6098125,203.97237120898365,30.557702829485326,18.354358673095703,64.3260633333333,52.66852569580078,41.48280618111717,47.90056610107422
49:59.2,21.6,1,1,2,152.9,39.925,41.3,4.95,0.3,0.8,0.0,0.319,3.41,0.36,8537.74,44.02,9.49641,6.19106,4.08987,142.29566666666668,626.8224999999999,2.9126213592233685,5.02,24.12,4.91121166312347,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,36.35,14.239493088607604,12.051475570593004,1305420.446,25025.888312499992,215.2089844449103,30.557702829485326,18.354358673095703,65.44538666666662,60.432411193847656,41.307914486146224,46.49001693725586
49:59.3,21.6,1,1,2,152.5,39.825,40.95,4.975,0.3,0.8,0.0,0.319,3.42,0.37,8597.75,44.08,9.49641,6.19106,4.08987,143.29583333333332,625.2525,3.821656050955332,5.32,24.38,4.937610758251403,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,35.975,14.18449377984361,12.051475570593004,1311156.875,24900.680812500003,163.6076946893234,30.557702829485326,19.38675308227539,63.833329999999975,51.79258728027344,41.29411457431161,45.237266540527344
49:59.6,21.6,1,1,2,151.3,39.85,41.3,4.975,0.3,0.8,0.0,0.319,3.43,0.38,8597.75,44.08,9.49641,6.19106,4.08987,143.29583333333332,625.645,2.489626556016656,5.8,25.3,5.029910535983717,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,36.325,14.193398044614383,12.051475570593004,1300839.5750000002,24931.95325,251.30064072757003,30.557702829485326,19.38675308227539,65.28378666666664,57.55728530883789,41.19183763438926,45.85557174682617
49:59.8,21.6,1,1,2,151.325,39.95,41.45,5.0,0.6,0.8,0.0,0.319,3.44,0.39,8637.77,36.84,9.49641,6.19106,4.08987,143.96283333333335,627.215,2.941176470588173,6.14,25.04,5.0039984012787215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,36.45,17.025379559571675,12.051475570593004,1307110.54525,25057.23925,213.2530274939752,30.557702829485326,18.869346618652344,65.54885333333331,56.84788513183594,41.242028701994265,47.426177978515625
50:00.0,21.6,1,1,2,151.325,39.675,40.1,4.95,0.6,1.1,0.0,0.319,3.45,0.4,8637.77,36.84,9.49641,6.19106,4.08987,143.96283333333335,622.8974999999999,2.898550724637748,6.58,25.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,35.15,16.908183580125307,12.051475570593004,1307110.54525,24713.458312499995,214.89956335964564,30.557702829485326,18.869346618652344,65.08686333333328,58.72199249267578,41.412579133436395,48.93562698364258
50:00.2,21.6,1,1,2,151.25,39.8,40.35,4.975,0.6,1.1,0.0,0.337,3.46,0.41,8567.59,44.84,9.49641,6.19106,4.08987,142.79316666666668,624.8599999999999,2.390438247011901,7.03,24.96,4.995998398718719,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,35.375,13.935325291362057,12.051475570593004,1295847.9875,24869.427999999996,261.3996573144822,30.557702829485326,17.55739402770996,64.98979666666663,60.88496398925781,41.4446048366638,55.07823944091797
50:00.4,21.6,1,1,2,151.95,39.75,40.725,5.0,0.3,1.1,0.0,0.337,3.47,0.42,8567.59,44.84,9.49641,6.19106,4.08987,142.79316666666668,624.0749999999999,3.045685279187888,7.6,26.38,5.136146415358503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,35.725,13.917818601297531,12.051475570593004,1301845.3005,24806.98125,204.9045577229988,30.557702829485326,17.55739402770996,65.25472999999995,58.732879638671875,41.62404547827674,52.579345703125
50:00.6,21.6,1,1,2,150.625,39.7,39.95,5.0,0.3,1.1,0.0,0.337,3.48,0.43,8567.59,44.84,9.49641,6.19106,4.08987,142.79316666666668,623.29,3.726708074534082,7.8,25.72,5.071488933242386,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,34.95,13.900311911233008,12.051475570593004,1290493.24375,24744.613,167.24943845473757,30.557702829485326,17.55739402770996,64.64419666666667,59.664485931396484,41.67913463371901,51.70293045043945
